# es_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=es
# current languages in the file:
# - English - (en) no alterations
# - Spanish - (es) first column
***LANGUAGES***
en-English|es-Español|
Enable TTS Integration|Habilitar TTS Integración|
This setting allows you to enable Text To Speech integration with Cepstral. This is currently only available for outbound Survey type campaigns. Default is 0 for disabled|Esta configuración le permite habilitar Texto a la integración de voz con Cepstral. Esto sólo está disponible actualmente para las campañas de tipo de encuesta de salida. Por defecto es 0 para discapacitados|
ADD NEW TTS ENTRY|ADD NEW TTS ENTRADA|
ADDING NEW TTS ENTRY|AGREGAR NUEVO TTS ENTRADA|
MODIFY TTS ENTRY|MODIFICAR TTS ENTRADA|
DELETE TTS ENTRY|DELETE TTS ENTRADA|
TTS ENTRY LIST|TTS LISTA INSCRITOS|
TEXT-TO-SPEECH(TTS) LISTINGS|Texto-a-voz (TTS) LISTINGS|
Text To Speech|Text To Speech|
Show TTS Entries|Mostrar las entradas TTS|
Add A New TTS Entry|Agregar una nueva entrada TTS|
TTS ID|TTS ID|
TTS Name|Nombre TTS|
TTS Text|TTS Texto|
TTS ENTRY NOT ADDED|TTS entrada no AGREGADOS|
there is already a tts entry in the system with this ID|ya hay una entrada de TTS en el sistema con este ID|
TTS ENTRY ADDED|TTS añadido la entrada de|
MODIFY A TTS RECORD|TTS MODIFICAR UN RECORD|
Click here to see Admin chages to this TTS entry|Haga clic aquí para ver chages Admin a esta entrada a TTS|
DELETE THIS TTS ENTRY|ELIMINAR ESTA ENTRADA TTS|
TTS ENTRY NOT MODIFIED|TTS ENTRADA SIN MODIFICAR|
TTS ENTRY MODIFIED|TTS entrada modificada|
TTS ENTRY NOT DELETED|TTS entrada no DELETED|
TTS ENTRY DELETION CONFIRMATION|TTS DE ENTRADA SUPRESIÓN DE CONFIRMACIÓN|
Click here to delete tts entry|Haga clic aquí para eliminar TTS entrada|
This is the short name of a TTS entry. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 50 characters, minimum of 2 characters|Este es el nombre corto de una entrada de TTS. Esto debe ser un identificador único. No utilice espacios ni puntuacion para este campo. caracteres como máximo 50, mínimo de 2 caracteres|
This is a more descriptive name of the TTS entry. This is a short summary of the TTS definition. max 100 characters, minimum of 2 characters|Este es un nombre más descriptivo de la entrada TTS. Este es un breve resumen de la definición de TTS. 100 caracteres como máximo, mínimo de 2 caracteres de|
This option allows you to set the TTS entry to active or inactive|Esta opción le permite establecer la entrada de TTS a activos o inactivos|
This is the actual Text To Speech data field that is sent to Cepstral for creation of the audio file to be played to the customer. you can use Speech Synthesis Markup Language -SSML- in this field, for example|Este es el texto real de campo de datos de voz que se envía a Cepstral para la creación del archivo de audio que deben desempeñar para el cliente. Usted puede utilizar Speech Syntesis Markup Language-SSML-en este campo, por ejemplo,|
for a 1 second break. You can also use several variables such as first name, last name and title as ViciDial variables just like you do in a Script: --A--first_name--B--. Here is a list of the available variables: |de 1 segundo descanso. También puede utilizar varias variables como el nombre, apellido y el título como variables Vicidial tal como lo harías en una secuencia de comandos: - A - first_name - B -. Aquí está una lista de las variables disponibles:|
Multiple Campaign Drop Rate Group|Varias campañas Drop Rate Grupo|
This feature allows you to set a campaign as a member of a Campaign Drop Rate Group, or a group of campaigns whose Human Answered calls and Drop calls for all campaigns in the group will be combined into a shared drop percentage, or abandon rate. This allows you to to run multiple campaigns at once and more easily control your drop rate. This is particularly useful in the UK where regulations permit this drop rate calculation method with campaign grouping for the same company even if there are several campaigns that company is running during the same day. To enable this for a campaign, just select a group from the list. There are 10 groups defined in the system by default, you can contact your system administrator to add more. Default is DISABLED|Esta característica le permite establecer una campaña como miembro de una campaña de la velocidad de descenso del Grupo, o un grupo de campañas cuyas llamadas contestadas y llamadas Humanos Drop para todas las campañas en el grupo se combinarán en un porcentaje de caída compartida, o tasa de abandono. Esto le permite ejecutar varias campañas a la vez y más fácil de controlar su tasa de caída. Esto es particularmente útil en el Reino Unido, donde las regulaciones lo permiten esta disminución método del tipo de cálculo con la campaña de la agrupación por la misma empresa, incluso si hay varias campañas que la empresa está ejecutando en el mismo día. Para habilitar esta para una campaña, sólo tienes que seleccionar un grupo de la lista. Hay 10 grupos definidos en el sistema por defecto, puede ponerse en contacto con el administrador del sistema para añadir más. Desactivado por defecto|
IMPORTANT, this is the password only for the agent web interface phone login, to change the sip.conf or iax.conf password, or secret, for this phone device you need to modify the Conf File Secret field further down on this page|Importante, esta es la única contraseña para la red de interfaz de usuario del agente de teléfono, para cambiar el sip.conf iax.conf o contraseña, o en secreto, para este dispositivo de teléfono que tenga que modificar el campo Archivo Secreto Conf. más abajo en esta página|
Agent Status Viewable Groups|Estado del agente visible Grupos|
This is a selectable list of User Groups and user functions to which members of this user group can view the status of as well as transfer calls to inside of the agent screen. The ALL-GROUPS option allows the users in this group to see and transfer calls to any user on the system. The CAMPAIGN-AGENTS option allows users in this group to see and transfer calls to any user in the campaign that they are logged into|Esta es una lista seleccionable de grupos de usuarios y las funciones de usuario al que los miembros de este grupo de usuarios pueden ver el estado de las llamadas, así como la transferencia al interior de la pantalla del agente. La opción de grupo permite a los usuarios de este grupo para ver y transferir llamadas a cualquier usuario en el sistema. La campaña-AGENTES opción permite a los usuarios en este grupo para ver y transferir llamadas a cualquier usuario en la campaña que se registran en la|
Agent Status View Time|Ver estado del agente de turno|
This option defines whether the agent will see the amount of time that users in their agent sidebar have been in their current status. Default is N for no or disabled|Esta opción define si el agente va a ver la cantidad de tiempo que los usuarios en su barra lateral agente han sido en su estado actual. Por defecto es n sin o con discapacidad|
This option allows an agent to disposition a call as CALLBK and choose the date and time at which the lead will be re-activated|Esta opción permite que un agente a disposición de una llamada como CALLBK y elegir la fecha y hora en que el plomo se vuelva a activar|
Agent View Calls in Queue|Agente Pide Ver en cola|
If set to anything but NONE, agents will be able to see details about the calls that are waiting in queue in their agent screen. If set to a number value, the calls displayed will be limited to the number selected. Default is NONE|Si se pone a nada, pero NINGUNO, los agentes podrán consultar los detalles de las llamadas que están esperando en la cola en la pantalla de su agente. Si se establece en un valor de número, las llamadas que aparecerá será limitada al número seleccionado. El valor predeterminado es NINGUNO|
View Calls in Queue Launch|Ver las llamadas en cola de lanzamiento|
This setting if set to AUTO will have the Calls in Queue frame show up upon login by the agent into the agent screen. Default is MANUAL|Este ajuste, si en AUTO tendrá las convocatorias en el marco de la cola aparecen en inicio de sesión por el agente en la pantalla del agente. El valor predeterminado es MANUAL|
Agent Grab Calls in Queue|Agente Pide Agarre en cola|
This option if set to Y will allow the agent to select the call that they want to take from the Calls in Queue display by clicking on it while paused. Agents will only be able to grab inbound calls or transferred calls, not outbound calls. Default is N|Esta opción si se define Y permitirá que el agente para seleccionar la llamada que desea tomar de las llamadas en la pantalla de la cola haciendo clic en él durante la pausa. Los agentes sólo podrán coger las llamadas entrantes o las llamadas transferidas, las llamadas no de salida. Por defecto es n|
Agent Call Re-Queue Button|Agente de Call Re-Cola Button|
This option if set to Y will add a Re-Queue Customer button to the agent screen, allowing the agent to send the call into an AGENTDIRECT queue that is reserved for the agent only. Default is N|Esta opción si se define Y agregará un botón Re-cliente de la cola a la pantalla del agente, permite a las agencias para enviar la llamada en una cola de AGENTDIRECT que está reservado para el único agente. Por defecto es n|
Agent Pause After Each Call|Agente de pausa después de cada llamada|
This option if set to Y will pause the agent after every call automatically. Default is N|Esta opción si se define como Y hará una pausa en el agente después de cada llamada automáticamente. Por defecto es n|
Starts with the highest rank and works its way down|Comienza con la más alta categoría y se abre camino hacia abajo|
Starts with the lowest rank and works its way up|Comienza con el rango más bajo y se abre camino hasta|
Starts with owners beginning with Z and works its way down|Comienza con los propietarios de inicio con Z y obras de su camino hacia abajo|
Starts with owners beginning with A and works its way up|Comienza con los propietarios empiezan con la letra y se abre camino hasta|
No Hopper Dialing|N marcado Hopper|
If This is enabled, the hopper will not run for this campaign. This option is only available when the dial method is set to MANUAL or INBOUND_MAN. It is recommended that you do not enable this option if you have a very large lead database, over 100,000 leads. With No Hopper Dialing, the following features do not work: lead recycling, auto-alt-dialing, list mix, list ordering with Xth NEW. If you want to use Owner Only Dialing you must have No Hopper Dialing enabled. Default is N for disabled|Si esta opción está activada, la tolva no se ejecutará para esta campaña. Esta opción sólo está disponible cuando el método de línea se establece en Manual o INBOUND_MAN. Se recomienda que no habilite esta opción si usted tiene una base de datos de plomo muy grande, más de 100.000 clientes potenciales. Con n marcado Hopper, las características siguientes no funcionan: reciclaje de plomo, auto-alt-marcación, la mezcla lista, lista de pedido con X NEW. Si desea utilizar único dueño de marcado no debe tener marcado Hopper habilitado. Por defecto es n para discapacitados|
Owner Only Dialing|Único propietario de marcado|
If This is enabled, the agent will only receive leads that they are within the ownership parameters for. If this is set to USER then the agent must be the user defined in the database as the owner of this lead. If this is set to TERRITORY then the owner of the lead must match the territory listed in the User Modification screen for this agent. If this is set to USER_GROUP then the owner of the lead must match the user group that the agent is a member of. For this feature to work the dial method must be set to MANUAL or INBOUND_MAN and No Hopper Dialing must be enabled. Default is NONE for disabled|Si esta opción está activada, el agente sólo recibirá las pistas que están dentro de los parámetros de la propiedad. Si esto se establece a usuario entonces el agente debe ser definida por el usuario en la base de datos como el propietario de este lugar. Si esto se establece en territorio que entonces el dueño de la iniciativa debe coincidir con el territorio que figuran en la pantalla de modificación del usuario de este agente. Si esto se establece a USER_GROUP entonces el dueño de la iniciativa debe coincidir con el grupo de usuarios que el agente es un miembro de. Para que esta característica funcione el método de línea se debe establecer en Manual o INBOUND_MAN marcado Hopper y no debe estar activado. El valor predeterminado es NINGUNO para discapacitados|
Reset Times|Perdí Times|
This field allows you to put times in, separated by a dash-, that this list will be automatically reset by the system. The times must be in 24 hour format with no punctuation, for example 0800-1700 would reset the list at 8AM and 5PM every day. Default is empty|Este campo le permite poner veces, separados por un guión, que esta lista se restablece automáticamente por el sistema. Los tiempos deben estar en formato de 24 horas sin puntuacion, por ejemplo 0800-1700 se restablecer la lista de las 8 AM y las 5 PM todos los días. Por defecto está vacío|
Owner: |Propietario:|
OWNERS WITHIN THIS LIST|PROPIETARIOS dentro de esta lista|
RANKS WITHIN THIS LIST|RANKS dentro de esta lista|
Allow Alerts|Permitir Alertas|
This field gives you the ability to allow agent browser alerts to be enabled by the agent for when calls come into their vicidial.php session. Default is 0 for NO|Este campo le da la capacidad para permitir navegador agente de alertas para ser habilitado por el agente para cuando las llamadas entran en su período de sesiones vicidial.php. Por defecto es 0 para el NO|
Agent Display Dialable Leads|Agente de pantalla Dialable Leads|
This option if enabled will show the number of dialable leads available in the campaign in the agent screen. This number is updated in the system once a minute and will be refreshed on the agent screen every few seconds|Esta opción se mostrará si está habilitado el número de derivaciones dialable disponibles en la campaña en la pantalla del agente. Este segundo número se actualiza en el sistema una vez por minuto y se actualiza en la pantalla del agente por cada par de|
VICIDIAL Balance Rank|Balance Vicidial Rank|
This field allows you to set the order in which this server is to be used for balance dialing, if balance dialing is enabled. The server with the highest rank will be used first in placing Balance fill calls. Default is 0|Este campo le permite establecer el orden en que este servidor se va a utilizar para la marcación de equilibrio, si está activada la marcación de equilibrio. El servidor con el rango más alto será usado primero en la colocación de Balance llenar las llamadas. Por defecto es 0|
Inbound Summary Hourly Report|Resumen horario de entrada Informe|
orders by the amount of time agent has been actively waiting for a call|pedidos por la cantidad de tiempo que el agente ha estado activamente la espera de una llamada de|
Agent Script Override|Agente de secuencias de comandos Reemplazar|
If this field is set, this will be the script that the agent sees on their screen instead of the campaign script when the lead is from this list. Default is not set|Si se establece este campo, esta será la secuencia de comandos que el agente ve en su pantalla en lugar de la secuencia de comandos de campaña cuando la ventaja es de esta lista. Por defecto no se establece|
Music On Hold|Música en espera|
ADD NEW MUSIC ON HOLD ENTRY|ADD NEW MUSIC EN ESPERA DE ENTRADA|
ADDING NEW MUSIC ON HOLD ENTRY|ADDING NEW MUSIC EN ESPERA DE ENTRADA|
MODIFY MUSIC ON HOLD ENTRY|MODIFICAR MÚSICA EN ESPERA DE ENTRADA|
DELETE MUSIC ON HOLD ENTRY|DELETE MÚSICA EN ESPERA DE ENTRADA|
MUSIC ON HOLD ENTRY LIST|MÚSICA EN ESPERA LISTA DE ENTRADA|
We STRONGLY recommend uploading only 16bit 8k PCM WAV audio files|Le recomendamos ENCARECIDAMENTE cargar sólo 16 bits 8k archivos de audio WAV PCM|
Music On Hold ID|Música en espera de identificación|
This is the short name of a Music On Hold entry. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 100 characters, minimum of 2 characters|Este es el nombre corto de una música en espera de entrada. Esto debe ser un identificador único. No utilice espacios ni puntuacion para este campo. 100 caracteres como máximo, mínimo de 2 caracteres de|
Music On Hold Name|Música en espera Nombre|
This is a more descriptive name of the Music On Hold entry. This is a short summary of the Music On Hold context and will show as a comment in the musiconhold-vicidial.conf file. max 255 characters, minimum of 2 characters|Este es un nombre más descriptivo de la música en espera de entrada. Este es un breve resumen de la música en espera contexto y se verá como un comentario en el musiconhold archivo vicidial.conf. máximo de 255 caracteres, mínimo de 2 caracteres|
This option allows you to set the Music On Hold entry to active or inactive. Inactive will remove the entry from the conf files|Esta opción le permite definir la música en espera la entrada en activo o inactivo. Inactivo eliminará la entrada de los archivos de conf|
Random Order|Orden aleatorio|
This option allows you to define the playback of the audio files in a random order. If set to N then the defined order will be used|Esta opción le permite definir la reproducción de los archivos de audio en un orden aleatorio. Si se establece a N, entonces el orden definido se utilizará|
To add a new audio file to a Music On Hold entry the file must first be in the audio store, then you can select the file and click submit to add it to the file list. Music on hold is updated once per minute if there have been changes made. Any files not listed in a music on hold entry that are present in the music on hold folder will be deleted|Para añadir un nuevo archivo de audio a una música en espera de entrada el primer archivo debe estar en la tienda de audio, puede seleccionar el archivo y haga clic en Enviar para añadirlo a la lista de archivos. Música en espera se actualiza una vez por minuto si se han producido cambios realizados. Cualquier archivo que no figuran en la música en la entrada de reserva que están presentes en la música en la carpeta celebrar serán eliminados|
MUSIC ON HOLD ENTRY NOT ADDED|MÚSICA EN ESPERA entrada no AGREGADOS|
there is already a moh entry in the system with this ID|ya hay una entrada en el Ministerio de Salud en el sistema con este ID|
MUSIC ON HOLD ENTRY ADDED|MÚSICA EN ESPERA añadido la entrada de|
Click here to see Admin chages to this Music On Hold entry|Haga clic aquí para ver chages de administración para esta música en espera de entrada|
Audio Files|Archivos de Audio|
Add An Audio File|Añadir un archivo de audio|
Rank: |Rango:|
MUSIC ON HOLD ENTRY NOT MODIFIED|MÚSICA EN ESPERA DE ENTRADA SIN MODIFICAR|
MUSIC ON HOLD ENTRY MODIFIED|MÚSICA EN ESPERA entrada modificada|
Add A New MOH Entry|Agregar una nueva entrada del Ministerio de Salud|
Show MOH Entries|Mostrar las entradas del Ministerio de Salud|
Active Agent Server|Active Server Agent|
Setting this option to N will prevent agents from being able to login to this server through the vicidial agent screen. This is very useful when using a phone login load balanced setup. Default is Y|Al establecer esta opción a N de impedir que los agentes de poder acceder a este servidor a través de la pantalla del agente Vicidial. Esto es muy útil cuando se utiliza una carga de inicio de sesión de instalación del teléfono equilibrada. Por defecto es Y|
Rebuild Music On Hold|Volver a generar música en espera|
If you want to force a rebuilding of the music on hold files or if the music on hold entries or server entries have changed then this should be set to Y. After the music on hold files have been synchronized and reloaded then this will be changed to N. Default is Y|Si desea forzar una reconstrucción de la música en los archivos de la bodega o si la música en las entradas de espera ni entradas de servidor han cambiado entonces esto debe establecerse en Y. Después de la música en espera los archivos se han sincronizado y volver a cargar entonces esto va a ser cambiado a N. defecto es Y|
MUSIC ON HOLD ENTRY NOT DELETED|MÚSICA EN ESPERA DE ENTRADA no se eliminan|
MUSIC ON HOLD ENTRY DELETION CONFIRMATION|MÚSICA EN ESPERA DE ENTRADA SUPRESIÓN DE CONFIRMACIÓN|
Click here to delete music on hold entry|Haga clic aquí para borrar música en espera de entrada|
MUSIC ON HOLD DELETION COMPLETED|MÚSICA EN ESPERA SUPRESIÓN COMPLETA|
Starts with Eastern timezones and works West|Comienza con las zonas horarias del Este y del Oeste de obras|
Starts with Western timezones and works East|Comienza con las zonas horarias occidental y oriental de obras|
you must select a user group|usted debe seleccionar un grupo de usuarios|
Enable Second Webform|Formulario de Asistencia Segunda Habilitar|
WaitForSilence Options|Opciones WaitForSilence|
If Wait For Silence is desired on calls that are detected as Answering Machines then this field has those options. There are two settings separated by a comma, the first option is how long to detect silence in milliseconds and the second option is for how many times to detect that before playing the message. Default is EMPTY for disabled. A standard value for this would be wait for 2 seconds of silence twice|Si Wait For silencio es deseada en las llamadas que se detectan como Contestadoras entonces este campo tiene esas opciones. Hay dos opciones separadas por una coma, la primera opción es el tiempo para detectar silencio en milisegundos y la segunda opción es para cuántas veces se detecta que antes de reproducir el mensaje. Por defecto está vacío para discapacitados. Un valor estándar para este sería esperar 2 segundos de silencio en dos ocasiones|
This field is for entering the prompt to play when the agent gets an answering machine and clicks on the Answering Machine Message button in the transfer conference frame. You must set this to either an audio file in the audio store or a TTS prompt if TTS is enabled on your system|Este campo es para entrar en el sistema para jugar cuando el agente recibe un contestador automático y hace clic en el botón Responder a máquina contestadora en el marco de conferencias de transferencia. Debe establecer que esto sea un archivo de audio en la tienda de audio o un sistema TTS TTS si está habilitada en su sistema de|
EXTENDED ALTERNATE PHONE NUMBERS FOR THIS LEAD|EXTENDED SUPLENTE NÚMEROS DE TELÉFONO PARA ESTE DE PLOMO|
ADD NEW VOICEMAIL BOX|ADD NEW contestador|
ADDING NEW VOICEMAIL BOX|AGREGAR NUEVO contestador|
MODIFY VOICEMAIL BOX|MODIFICAR contestador|
MODIFY A VOICEMAIL BOX|MODIFICAR UN contestador|
DELETE VOICEMAIL BOX|DELETE contestador|
VOICEMAIL BOXES LIST|LISTA DE CORREO DE VOZ CAJAS|
VOICEMAIL BOXES|CAJAS DE CORREO DE VOZ|
ADD NEW VOICEMAIL BOX|ADD NEW contestador|
Voicemail ID|ID de correo de voz|
This is the all numbers identifier of this mailbox. This must not be a duplicate of an existing voicemail ID or the voicemail ID of a phone on the system, minimum of 2 characters|Este es el identificador de todos los números de este buzón. Esto no debe ser un duplicado de un mensaje de voz existentes de identificación o la identificación del correo de voz de un teléfono en el sistema, mínimo de 2 caracteres|
This is name associated with this voicemail box. max 100 characters, minimum of 2 characters|Este es el nombre asociado a este buzón de voz. 100 caracteres como máximo, mínimo de 2 caracteres de|
This is the password that is used to gain access to the voicemail box when dialing in to check messages max 10 characters, minimum of 2 characters|Esta es la contraseña que se utiliza para acceder al buzón de voz cuando se marca para revisar los mensajes máximo 10 caracteres, mínimo de 2 caracteres|
This option allows you to set the voicemail box to active or inactive. If the box is inactive you cannot leave messages on it and you cannot check messages in it|Esta opción le permite configurar la casilla de correo de voz activo o inactivo. Si el cuadro está inactivo no se puede dejar mensajes en él y no se puede revisar los mensajes en él|
This optional setting allows you to have the voicemail messages sent to an email account, if your system is set up to send out email. If this field is empty then no emails will be sent out|Este ajuste opcional le permite tener los mensajes de correo de voz enviado a una cuenta de correo electrónico, si su sistema está configurado para enviar correo electrónico. Si este campo está vacío, entonces no los correos electrónicos se envían|
VOICEMAIL BOX NOT ADDED|Contestador NO AGREGADOS|
there is already a voicemail box in the system with this ID|ya existe un buzón de voz en el sistema con este ID|
there is already a phone in the system with this voicemail ID|ya hay un teléfono en el sistema de correo de voz con este ID|
VOICEMAIL BOX ADDED|Contestador AGREGADOS|
VOICEMAIL BOX NOT MODIFIED|Contestador SIN MODIFICAR|
VOICEMAIL BOX MODIFIED|Contestador MODIFICADOS|
VOICEMAIL BOX NOT DELETED|Contestador no se eliminan|
VOICEMAIL BOX DELETION COMPLETED|Contestador SUPRESIÓN COMPLETA|
VOICEMAIL BOX DELETION CONFIRMATION|Contestador SUPRESIÓN DE CONFIRMACIÓN|
Click here to delete voicemail box|Haga clic aquí para eliminar buzón de voz|
DELETE THIS VOICEMAIL BOX|Este mensaje de voz DELETE BOX|
Click here to see Admin chages to this voicemail box|Haga clic aquí para ver chages de administración para esta casilla de correo de voz|
The following fields must have data|Los siguientes campos deben disponer de datos|
Campaign CID Override|Campaña CID Override|
If this field is set, this will override the campaign CallerID that is set for calls that are placed to leads in this list. Default is not set|Si se establece este campo, que reemplazarán la campaña CallerID que se establece para las llamadas que se colocan a la cabeza en esta lista. Por defecto no se establece|
Answering Machine Message Override|Contestador automático de mensajes Override|
If this field is set, this will override the Answering Machine Message set in the campaign for customers in this list. Default is not set|Si se establece este campo, esto anulará el mensaje de contestador automático situado en la campaña para los clientes en esta lista. Por defecto no se establece|
Drop Inbound Group Override|Drop de entrada Grupo de Override|
If this field is set, this in-group will be used for outbound calls within this list that drop from the outbound campaign instead of the drop in-group set in the campaign detail screen. Default is not set|Si se establece este campo, en este grupo se utilizará para las llamadas salientes dentro de esta lista que la caída de la campaña de salida en lugar de la caída en grupo situado en la pantalla de detalle de la campaña. Por defecto no se establece|
Agent Select Territories|Agente Seleccione territorios|
If this option is enabled and the agent belongs to at least one territory, the agent will have the option of selecting territories to dial leads from. The agent will see a list of available territories upon login and they will have the ability to go back to that territory list when paused to change their territories. For this function to work the Owner Only Dialing option must be set to TERRITORY and User Terriories must be enabled in the System Settings.|Si esta opción está activada y el agente pertenece a al menos un territorio, el agente tendrá la opción de selección de territorios a los cables de línea. El agente podrá ver una lista de los territorios disponibles a inicio de sesión y tendrán la capacidad de volver a la lista territorio cuando se detuvo a cambiar sus territorios. Para esta función a la labor del único dueño de marcado opción debe configurarse con el territorio y territorios de usuario debe estar habilitado en la configuración del sistema.|
Agent Choose Territories|Agente Elija territorios|
This option if set to 1 allows the user to choose the territories that they will receive calls from when they login to a MANUAL or INBOUND_MAN campaign. Otherwise the user will be set to use all of the territories that they are set to belong to in the User Territories administrative section|Esta opción si se establece en 1 permite al usuario elegir los territorios que van a recibir llamadas de los usuarios cuando ingresan a un manual o campaña INBOUND_MAN. De lo contrario el usuario será configurado para utilizar todos los territorios que se establecen a pertenecer a los territorios de usuario administrativos sección|
The AREACODE option is just like the Y option, except it is used to also filter out an entire area code in North America from being dialed, in this case using the 201XXXXXXX entry in the DNC list would block all calls to the 201 areacode if enabled|La opción codigoDeArea es como la opción-y, excepto que se utiliza para filtrar también un código de área en toda América del Norte desde que se está marcando, en este caso mediante la entrada en la lista 201XXXXXXX DNC podría bloquear todas las llamadas a los 201 codigoDeArea si está habilitada|
If you have the active DNC option set to AREACODE then you can also use area code wildcard entries like this 201XXXXXXX to block all calls to the 201 areacode when enabled|Si usted tiene la opción de DNC activas de codigoDeArea a continuación, usted también puede usar el código de entradas de la zona este 201XXXXXXX como comodín para bloquear todas las llamadas a los 201 codigoDeArea cuando está activado|
Carrier Description|Descripción Carrier|
This is put in the comments of the asterisk conf files above the dialplan and account entries. Maximum 255 characters|Éste se coloca en los comentarios de los archivos de conf asterisco encima del dialplan y anotaciones en cuenta. Máximo 255 caracteres|
CAMPAIGNS ALLOWING THIS IN-GROUP|CAMPAÑAS QUE PERMITA EN ESTE GRUPO|
This is the secret, or password, for the server in the iax auto-generated conf file for this server on other servers. Limit is 20 characters alphanumeric dash and underscore accepted. Default is test|Este es el secreto, o la contraseña, para que el servidor en el auto iax generado conf para este servidor en otros servidores. Límite es el tablero de 20 caracteres alfanuméricos y de subrayado aceptado. El valor predeterminado es la prueba|
Delete Voicemail After Email|Eliminar correo de voz después del email|
This optional setting allows you to have the voicemail messages deleted from the system after they have been emailed out. Default is N|Este ajuste opcional le permite tener los mensajes de correo de voz se elimina del sistema después de haber sido enviado por correo electrónico a cabo. Por defecto es n|
Last Campaign Call Date|Última fecha de convocatoria de la Campaña|
This is the last time that a call was handled by an agent logged into this campaign|Esta es la última vez que una llamada fue manejado por un agente registrado en esta campaña|
Custom User Fields|Los campos de usuario personalizada|
These five fields can be used for various purposes, and they can be populated in the web form addresses and scripts as user_custom_one and so on|Estos cinco campos se puede utilizar para diversos fines, y que se puede rellenar en el formulario web y direcciones de secuencias de comandos como user_custom_one y así sucesivamente|
CRM Popup Login|CRM Popup Login|
If set to Y, the CRM Popup Address is used to open a new window on agent login to this campaign. Default is N|Si se establece en Y, la Dirección de Popup CRM se utiliza para abrir una nueva ventana de inicio de sesión agente a esta campaña. Por defecto es n|
CRM Popup Address|CRM Dirección Popup|
The web address of a CRM login page, it can have variables populated just like the web form address, with the VAR in the front and using --A--user_custom_one--B-- to define variables|La dirección en Internet de una página de acceso de CRM, puede tener las variables de población como la dirección de formulario web, con el VAR en el frente y con la opción - A - user_custom_one - B - para definir variables|
If IN_GROUP is selected as the DID Route, then this is the call handling method used for these calls. CID will add a new lead record with every call using the CallerID as the phone number, CIDLOOKUP will attempt to lookup the phone number by the CallerID in the entire system, CIDLOOKUPRL will attempt to lookup the phone number by the CallerID in only one specified list, CIDLOOKUPRC will attempt to lookup the phone number by the CallerID in all of the lists that belong to the specified campaign, CLOSER is specified for VICIDIAL Closer calls, ANI will add a new lead record with every call using the ANI as the phone number, ANILOOKUP will attempt to lookup the phone number by the ANI in the entire system, ANILOOKUPRL will attempt to lookup the phone number by the ANI in only one specified list, XDIGITID will prompt the caller for an X digit code before the call will be put into the queue, VIDPROMPT will prompt the caller for their ID number and will create a new lead record with the CallerID as the phone number and the ID as the Vendor ID, VIDPROMPTLOOKUP will attempt to lookup the ID in the entire system, VIDPROMPTLOOKUPRL will attempt to lookup the vendor ID by the ID in only one specified list, VIDPROMPTLOOKUPRC will attempt to lookup the vendor ID by the ID in all of the lists that belong to the specified campaign. Default is CID|IN_GROUP Si se selecciona como la Ruta de DID, entonces este es el llamado método de control utilizado para estas llamadas. Cid agregar un registro de conducir nuevo con cada llamada mediante la CallerID como el número de teléfono, CIDLOOKUP intentará buscar el número de teléfono por el CallerID en todo el sistema, CIDLOOKUPRL intentará buscar el número de teléfono por el CallerID en una sola lista especificada , CIDLOOKUPRC intentará buscar el número de teléfono por el CallerID en todas las listas que pertenecen a la campaña especificada, más cerca se especifica para Vicidial Closer llamadas, ANI añadirá un nuevo registro de conducir con cada llamada mediante la ANI como el número de teléfono, ANILOOKUP intentará buscar el número de teléfono de la ANI en todo el sistema, ANILOOKUPRL intentará buscar el número de teléfono de la ANI en una sola lista especificada, XDIGITID pedirá la llamada de un código de dos dígitos X antes de la llamada se pondrá en la cola, VIDPROMPT pedirá la persona que llama por su número de identificación y creará un registro de conducir nuevo con el CallerID como el número de teléfono y el ID como el identificador de proveedor, VIDPROMPTLOOKUP intentará buscar el ID en todo el sistema, VIDPROMPTLOOKUPRL intentará búsqueda del proveedor de identificación de la identificación en una sola lista se especifica, VIDPROMPTLOOKUPRC tratará de buscar el proveedor de identificación de la identificación en todas las listas que pertenecen a la campaña especificado. El valor predeterminado es CID|
UNIFIED_CONTACT- This option will use the beta Vtiger 5.1.0 feature to search by phone number and bring up a search page in Vtiger|UNIFIED_CONTACT-Esta opción se utiliza la versión beta 5.1.0 Vtiger función para buscar por número de teléfono y acceder a la página de búsqueda en Vtiger|
Timer Action|Temporizador de Acción de|
This feature allows you to trigger actions after a certain amount of time. the D1 and D2 DIAL options will launch a call to the Transfer Conference Number presets and send them to the agent session, this is usually used for simple IVR validation AGI applications or just to play a pre-recorded message. WEBFORM will open the web form address. MESSAGE_ONLY will simply display the message that is in the field below. NONE will disable this feature and is the default|Esta característica le permite activar acciones después de una cierta cantidad de tiempo. D1 y D2 opciones de marcación lanzará un llamamiento a la transferencia de presets Conferencia Número y enviarlos a la sesión del agente, éste se utiliza generalmente para aplicaciones sencillas de validación IVR AGI o simplemente para jugar un mensaje pregrabado. WebForm se abrirá la dirección de formulario web. MESSAGE_ONLY simplemente mostrará el mensaje de que está en el campo de abajo. Ninguna de ellas podrá deshabilitar esta característica y es el predeterminado|
